protein	ionm	id	mz	mzcorr	intensity	cls	headgroup1	rtmean	rtms2	rtlow	rtup	headgroup	lyso	pref	carb	unsat	fa1p	fa1c	fa1u	fa2p	fa2c	fa2u	fa3p	fa3c	fa3u	fullhgroup	mhgroup	uhgroup	hgcc	cc	hgfa	ccfa	screen	domain	lit
PITPNA	pos	38	763.4493	763.4493	40000	III.2	unknown	5.74	5.7410256	4.71	5.98	PG/BMP			34.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(34:5)	34:5	NA	NA	E	IP_trans	False
PITPNA	pos	39	762.5995	762.5995	38000	I	PC(34:0)	10.0	10.045074	9.62	10.4	PC			34.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(34:0)	34:0	NA	NA	E	IP_trans	True
PITPNA	pos	40	719.4853	719.4853	34000	I	PG(16:1/16:1)	5.73	5.748711	4.8	5.96	PG/BMP			32.0	2.0		16.0	1.0		16.0	1.0		NaN	NaN	PG/BMP	PG/BMP	PG/BMP	PG/BMP(32:2)	32:2	PG/BMP(16:1/16:1)	16:1/16:1	E	IP_trans	False
PITPNA	pos	41	802.5935	802.5935	30000	III.2	unknown	6.29	6.2388531	5.89	6.85	PS		O	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(38:2)	38:2	NA	NA	E	IP_trans	False
PITPNA	pos	41	802.5935	802.5935	30000	III.2	unknown	6.29	6.2388531	5.89	6.85	PG		O	38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(38:4)	38:4	NA	NA	E	IP_trans	False
PITPNA	pos	41	802.5935	802.5935	30000	III.2	unknown	6.29	6.2388531	5.89	6.85	PG	Lyso		38.0	4.0		38.0	4.0		NaN	NaN		NaN	NaN	LysoPG	NA	NA	LysoPG(38:4)	38:4	LysoPG(38:4)	38:4	E	IP_trans	False
PITPNA	pos	42	746.6034	746.6034	23000	IV	Ambiguous	9.64	13.266326	9.37	10.01	PE		O	37.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	ambiguous	PE-O	PE-O(37:1)	37:1	NA	NA	E	IP_trans	False
PITPNA	pos	42	746.6034	746.6034	23000	IV	Ambiguous	9.64	13.266326	9.37	10.01	PC		O	34.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	ambiguous	PC-O	PC-O(34:1)	34:1	NA	NA	E	IP_trans	False
PITPNA	pos	42	746.6034	746.6034	23000	IV	Ambiguous	9.64	13.266326	9.37	10.01	PA		O	39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	ambiguous	PA-O	PA-O(39:2)	39:2	NA	NA	E	IP_trans	False
PITPNA	pos	43	810.597	810.597	22000	IV	Ambiguous	10.25	9.3161121	9.96	10.72	PE			41.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(41:4)	41:4	NA	NA	E	IP_trans	False
PITPNA	pos	43	810.597	810.597	22000	IV	Ambiguous	10.25	9.3161121	9.96	10.72	PC			38.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(38:4)	38:4	NA	NA	E	IP_trans	True
PITPNA	pos	43	810.597	810.597	22000	IV	Ambiguous	10.25	9.3161121	9.96	10.72	PA			43.0	5.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	ambiguous	PA	PA(43:5)	43:5	NA	NA	E	IP_trans	False
PITPNA	pos	43	810.597	810.597	22000	IV	Ambiguous	10.25	9.3161121	9.96	10.72	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	ambiguous	PE	PE(39:1)	39:1	NA	NA	E	IP_trans	False
PITPNA	pos	43	810.597	810.597	22000	IV	Ambiguous	10.25	9.3161121	9.96	10.72	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	ambiguous	PC	PC(36:1)	36:1	NA	NA	E	IP_trans	True
HSDL2	pos	0	1128.3171	1128.3171	8900000	III.5	unknown	15.89	15.863359	15.76	18.69	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	1	419.3157	419.3157	7100000	III.5	unknown	4.65	4.65251	4.09	9.73	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	2	464.3738	464.3738	4600000	III.5	unknown	4.7	4.6736697	3.94	9.75	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	3	1424.3915	1424.3915	3800000	III.5	unknown	16.95	16.940153	16.86	20.48	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	4	736.5421	736.5421	2900000	III.2	unknown	9.47	9.4880679	9.04	14.49	PS		O	33.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(33:0)	33:0	NA	NA	E	scp2	False
HSDL2	pos	4	736.5421	736.5421	2900000	III.2	unknown	9.47	9.4880679	9.04	14.49	PG		O	33.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(33:2)	33:2	NA	NA	E	scp2	False
HSDL2	pos	4	736.5421	736.5421	2900000	III.2	unknown	9.47	9.4880679	9.04	14.49	SM		d	36.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	NA	NA	SM(36:7)	36:7	NA	NA	E	scp2	False
HSDL2	pos	4	736.5421	736.5421	2900000	III.2	unknown	9.47	9.4880679	9.04	14.49	HexCerOH		t	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	NA	NA	HexCerOH(34:2)	34:2	NA	NA	E	scp2	False
HSDL2	pos	5	452.3946	452.3946	2900000	III.5	unknown	2.92	2.9436494	1.81	7.97	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	6	610.1848	610.1848	2700000	III.5	unknown	8.86	8.8127931	8.35	13.89	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	7	424.3623	424.3623	2300000	III.5	unknown	1.4	1.4776823	0.04	7.09	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	8	540.4477	540.4477	2100000	III.5	unknown	2.84	2.8450668	1.72	7.85	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	9	565.566	565.566	1500000	III.5	unknown	11.08	11.129794	10.88	16.11	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	10	568.4791	568.4791	1400000	III.2	unknown	3.27	3.3115956	2.55	8.26	Cer		d	35.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(35:4)	35:4	NA	NA	E	scp2	False
HSDL2	pos	11	612.5052	612.5052	1400000	III.2	unknown	3.17	3.1822017	2.63	8.17	Cer		t	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(37:4)	37:4	NA	NA	E	scp2	False
HSDL2	pos	12	904.8336	904.8336	1200000	I	TAG(18:1/18:1/18:0)	17.56	17.365588	16.7	21.05	TAG			54.0	2.0		18.0	1.0		18.0	1.0		18.0	0.0	TAG	TAG	TAG	TAG(54:2)	54:2	TAG(18:0/18:1/18:1)	18:0/18:1/18:1	E	scp2	False
HSDL2	pos	13	736.5066	736.5066	1200000	III.2	unknown	9.46	9.5079857	9.04	14.49	PS			32.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(32:0)	32:0	NA	NA	E	scp2	False
HSDL2	pos	13	736.5066	736.5066	1200000	III.2	unknown	9.46	9.5079857	9.04	14.49	PG/BMP			32.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(32:2)	32:2	NA	NA	E	scp2	False
HSDL2	pos	13	736.5066	736.5066	1200000	III.2	unknown	9.46	9.5079857	9.04	14.49	HexDAG			32.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexDAG	NA	NA	HexDAG(32:6)	32:6	NA	NA	E	scp2	False
HSDL2	pos	14	892.8335	892.8335	1100000	III.2	unknown	17.67	17.464991	16.76	21.05	TAG			53.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	TAG	TAG(53:1)	53:1	NA	NA	E	scp2	False
HSDL2	pos	15	284.2949	284.2949	1100000	III.2	unknown	3.53	3.5237426	2.96	8.55	octadecadienol			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	octadecadienol	NA	octadecadienol	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	16	454.2939	454.2939	1100000	I	LysoPE	2.26	2.1756625	1.25	2.85	LysoPE	Lyso		NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	LysoPE	LysoPE	LysoPE	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	17	761.2204	761.2204	950000	III.5	unknown	11.71	11.684225	11.41	16.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	18	656.5309	656.5309	890000	III.2	unknown	3.1	3.1018309	2.62	8.08	DAG			38.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(38:7)	38:7	NA	NA	E	scp2	False
HSDL2	pos	18	656.5309	656.5309	890000	III.2	unknown	3.1	3.1018309	2.62	8.08	PG	Lyso	O	28.0	0.0	O	28.0	0.0		NaN	NaN		NaN	NaN	LysoPG-O	NA	NA-O	NA-O(28:0)	28:0	NA-O(28:0)	28:0	E	scp2	False
HSDL2	pos	19	431.3847	431.3847	860000	III.5	unknown	3.38	3.3765255	2.67	3.88	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	20	593.5983	593.5983	760000	III.5	unknown	12.55	12.57749	12.33	17.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	21	700.5569	700.5569	720000	III.2	unknown	3.04	3.04203	2.54	8.0	CerP		d	40.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	NA	CerP(40:2)	40:2	NA	NA	E	scp2	False
HSDL2	pos	21	700.5569	700.5569	720000	III.2	unknown	3.04	3.04203	2.54	8.0	LysoPC	Lyso	O	30.0	0.0	O	30.0	0.0		NaN	NaN		NaN	NaN	LysoPC-O	NA	NA-O	NA-O(30:0)	30:0	NA-O(30:0)	30:0	E	scp2	False
HSDL2	pos	22	336.3256	336.3256	720000	III.5	unknown	3.08	3.06631	1.59	8.07	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	23	408.3089	408.3089	670000	III.5	unknown	3.5	3.4853617	1.96	8.42	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	24	312.3257	312.3257	660000	III.5	unknown	4.32	4.3091665	3.85	9.32	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	25	383.3995	383.3995	650000	III.5	unknown	4.59	4.5669426	4.06	5.26	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	26	687.2017	687.2017	610000	III.5	unknown	10.23	10.23449	9.82	15.25	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	27	700.2342	700.2342	610000	III.5	unknown	7.93	7.9652352	7.05	8.36	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	28	554.1769	554.1769	610000	III.5	unknown	3.33	3.3538831	0.15	4.13	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	29	626.2164	626.2164	610000	III.5	unknown	6.47	6.3996059	5.51	7.23	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	30	628.1954	628.1954	490000	III.5	unknown	3.96	3.9361531	2.96	4.42	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	31	600.5203	600.5203	480000	III.5	unknown	10.67	10.67158	7.05	15.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	32	752.6768	752.6768	460000	III.2	unknown	16.08	15.721233	14.72	21.1	TAG			43.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	TAG	TAG(43:1)	43:1	NA	NA	E	scp2	False
HSDL2	pos	33	702.2144	702.2144	440000	III.5	unknown	4.76	4.7635906	3.6	6.17	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	34	352.3212	352.3212	440000	I	FA(22:3)	2.59	2.588606	1.25	4.4	FA			22.0	3.0		22.0	3.0		NaN	NaN		NaN	NaN	FA	FA	FA	FA(22:3)	22:3	FA(22:3)	22:3	E	scp2	False
HSDL2	pos	35	772.6151	772.6151	440000	III.2	unknown	3.61	3.5744305	3.27	4.06	PC		O	36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA-O	NA-O(36:2)	36:2	NA	NA	E	scp2	False
HSDL2	pos	35	772.6151	772.6151	440000	III.2	unknown	3.61	3.5744305	3.27	4.06	PE		O	39.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(39:2)	39:2	NA	NA	E	scp2	False
HSDL2	pos	36	744.583	744.583	430000	III.2	unknown	2.98	3.0264224	2.46	3.99	PE		O	37.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PE-O	NA	NA-O	NA-O(37:2)	37:2	NA	NA	E	scp2	False
HSDL2	pos	36	744.583	744.583	430000	III.2	unknown	2.98	3.0264224	2.46	3.99	PC		O	34.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC-O	NA	NA-O	NA-O(34:2)	34:2	NA	NA	E	scp2	False
HSDL2	pos	36	744.583	744.583	430000	III.2	unknown	2.98	3.0264224	2.46	3.99	PA		O	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PA-O	NA	NA-O	NA-O(39:3)	39:3	NA	NA	E	scp2	False
HSDL2	pos	37	816.6417	816.6417	430000	III.2	unknown	3.53	3.5329658	3.19	4.03	PC			38.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(38:1)	38:1	NA	NA	E	scp2	False
HSDL2	pos	37	816.6417	816.6417	430000	III.2	unknown	3.53	3.5329658	3.19	4.03	PE			41.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(41:1)	41:1	NA	NA	E	scp2	False
HSDL2	pos	37	816.6417	816.6417	430000	III.2	unknown	3.53	3.5329658	3.19	4.03	HexCer		d	43.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(43:6)	43:6	NA	NA	E	scp2	False
HSDL2	pos	37	816.6417	816.6417	430000	III.2	unknown	3.53	3.5329658	3.19	4.03	PA			43.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(43:2)	43:2	NA	NA	E	scp2	False
HSDL2	pos	38	366.3732	366.3732	430000	III.5	unknown	5.15	5.147356599999999	4.71	5.95	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	39	364.3571	364.3571	430000	III.5	unknown	4.4	4.429311299999999	3.9	4.71	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	40	445.4	445.4	410000	III.2	unknown	3.38	3.4011591	2.67	3.97	FA			30.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	FA	NA	FA	FA(30:4)	30:4	NA	NA	E	scp2	False
HSDL2	pos	41	774.2516	774.2516	400000	III.5	unknown	9.41	9.4277462	8.69	9.98	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	42	552.4832	552.4832	400000	III.5	unknown	4.1	4.0443699	3.6	9.03	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	43	728.5891	728.5891	390000	III.2	unknown	3.66	3.6541305	3.31	3.99	CerP		d	42.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	CerP	CerP(42:2)	42:2	NA	NA	E	scp2	False
HSDL2	pos	44	310.3102	310.3102	380000	III.5	unknown	3.77	3.8147439	2.87	8.15	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	45	860.6675	860.6675	370000	III.2	unknown	3.7	3.4548325	3.15	4.03	PS		O	42.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PS-O	NA	NA-O	NA-O(42:1)	42:1	NA	NA	E	scp2	False
HSDL2	pos	45	860.6675	860.6675	370000	III.2	unknown	3.7	3.4548325	3.15	4.03	HexCerOH		t	45.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCerOH	NA	NA	HexCerOH(45:6)	45:6	NA	NA	E	scp2	False
HSDL2	pos	45	860.6675	860.6675	370000	III.2	unknown	3.7	3.4548325	3.15	4.03	PG		O	42.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	PG-O	NA	NA-O	NA-O(42:3)	42:3	NA	NA	E	scp2	False
HSDL2	pos	45	860.6675	860.6675	370000	III.2	unknown	3.7	3.4548325	3.15	4.03	TAG			52.0	10.0		NaN	NaN		NaN	NaN		NaN	NaN	TAG	NA	NA	TAG(52:10)	52:10	NA	NA	E	scp2	False
HSDL2	pos	46	552.1974	552.1974	350000	III.5	unknown	5.21	5.1636465	4.21	7.93	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	47	371.1017	371.1017	350000	III.5	unknown	2.58	2.6162012	1.42	7.6	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	48	684.5631	684.5631	340000	III.2	unknown	3.74	3.7412869	3.4	4.21	DAG			40.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(40:7)	40:7	NA	NA	E	scp2	False
HSDL2	pos	48	684.5631	684.5631	340000	III.2	unknown	3.74	3.7412869	3.4	4.21	PG	Lyso	O	30.0	0.0	O	30.0	0.0		NaN	NaN		NaN	NaN	LysoPG-O	NA	NA-O	NA-O(30:0)	30:0	NA-O(30:0)	30:0	E	scp2	False
HSDL2	pos	49	672.5266	672.5266	320000	III.2	unknown	2.7	2.7285379	1.42	7.69	CerP		d	38.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	CerP	NA	NA	CerP(38:2)	38:2	NA	NA	E	scp2	False
HSDL2	pos	49	672.5266	672.5266	320000	III.2	unknown	2.7	2.7285379	1.42	7.69	LysoPC	Lyso	O	28.0	0.0	O	28.0	0.0		NaN	NaN		NaN	NaN	LysoPC-O	NA	NA-O	NA-O(28:0)	28:0	NA-O(28:0)	28:0	E	scp2	False
HSDL2	pos	50	776.2332	776.2332	310000	III.2	unknown	5.78	5.7567457	4.59	6.38	PI			17.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PI	NA	PI	PI(17:1)	17:1	NA	NA	E	scp2	False
HSDL2	pos	51	640.537	640.537	290000	III.2	unknown	3.92	3.8185877	3.44	8.97	DAG-O		O	38.0	8.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(38:8)	38:8	NA	NA	E	scp2	False
HSDL2	pos	51	640.537	640.537	290000	III.2	unknown	3.92	3.8185877	3.44	8.97	Cer		t	39.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(39:4)	39:4	NA	NA	E	scp2	False
HSDL2	pos	52	397.4154	397.4154	290000	III.5	unknown	4.6	4.602835600000001	3.9	5.34	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	53	786.6025	786.6025	260000	I	PC(36:2)	8.84	8.873852	8.19	9.37	PC			36.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	PC	PC	PC(36:2)	36:2	NA	NA	E	scp2	False
HSDL2	pos	54	480.1577	480.1577	260000	III.5	unknown	2.61	2.6000875	1.58	7.63	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	55	850.252	850.252	250000	III.5	unknown	7.01	6.9746781	5.95	7.66	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	56	596.5101	596.5101	250000	III.2	unknown	4.0	3.9649608	3.48	8.92	Cer		d	39.0	7.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(39:7)	39:7	NA	NA	E	scp2	False
HSDL2	pos	56	596.5101	596.5101	250000	III.2	unknown	4.0	3.9649608	3.48	8.92	Cer		d	37.0	4.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	Cer	Cer(37:4)	37:4	NA	NA	E	scp2	False
HSDL2	pos	57	904.6936	904.6936	250000	III.2	unknown	3.66	3.9297857	3.07	3.99	PS			44.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PS	NA	NA	PS(44:0)	44:0	NA	NA	E	scp2	False
HSDL2	pos	57	904.6936	904.6936	250000	III.2	unknown	3.66	3.9297857	3.07	3.99	PG/BMP			44.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PG/BMP	NA	NA	PG/BMP(44:2)	44:2	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	PE			39.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PE	NA	NA	PE(39:1)	39:1	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	PC			36.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	PC	NA	NA	PC(36:1)	36:1	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	HexCer		d	41.0	6.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(41:6)	41:6	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	PA			41.0	2.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(41:2)	41:2	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	DAG			48.0	11.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(48:11)	48:11	NA	NA	E	scp2	False
HSDL2	pos	58	788.6099	788.6099	250000	III.2	unknown	3.15	2.9551807	2.22	4.01	HexCer		d	39.0	3.0		NaN	NaN		NaN	NaN		NaN	NaN	HexCer	NA	NA	HexCer(39:3)	39:3	NA	NA	E	scp2	False
HSDL2	pos	59	360.3234	360.3234	240000	III.5	unknown	4.58	4.600223799999999	4.14	4.88	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	60	354.3364	354.3364	240000	III.2	Ambiguous	4.04	4.032874000000001	3.9	9.06	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	ambiguous	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	60	354.3364	354.3364	240000	III.2	Ambiguous	4.04	4.032874000000001	3.9	9.06	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	ambiguous	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	61	612.1642	612.1642	230000	III.5	unknown	5.27	5.2757755	4.25	5.79	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	62	472.4368	472.4368	220000	III.2	unknown	5.69	5.6983082	4.97	10.7	Cer		t	28.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	Cer	NA	NA	Cer(28:0)	28:0	NA	NA	E	scp2	False
HSDL2	pos	62	472.4368	472.4368	220000	III.2	unknown	5.69	5.6983082	4.97	10.7	DAG-O		O	25.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG-O	NA	NA-O	NA-O(25:1)	25:1	NA	NA	E	scp2	False
HSDL2	pos	63	610.6242	610.6242	210000	III.5	unknown	11.08	11.030348	10.83	15.74	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
HSDL2	pos	64	652.5006	652.5006	200000	III.2	unknown	3.25	3.2541819	2.75	3.73	PS	Lyso	O	28.0	0.0	O	28.0	0.0		NaN	NaN		NaN	NaN	LysoPS-O	NA	NA-O	NA-O(28:0)	28:0	NA-O(28:0)	28:0	E	scp2	False
HSDL2	pos	64	652.5006	652.5006	200000	III.2	unknown	3.25	3.2541819	2.75	3.73	SM		t	28.0	1.0		NaN	NaN		NaN	NaN		NaN	NaN	SM	NA	NA	SM(28:1)	28:1	NA	NA	E	scp2	False
HSDL2	pos	64	652.5006	652.5006	200000	III.2	unknown	3.25	3.2541819	2.75	3.73	DAG			38.0	9.0		NaN	NaN		NaN	NaN		NaN	NaN	DAG	NA	NA	DAG(38:9)	38:9	NA	NA	E	scp2	False
HSDL2	pos	64	652.5006	652.5006	200000	III.2	unknown	3.25	3.2541819	2.75	3.73	PA			31.0	0.0		NaN	NaN		NaN	NaN		NaN	NaN	PA	NA	NA	PA(31:0)	31:0	NA	NA	E	scp2	False
HSDL2	pos	65	848.272	848.272	200000	III.5	unknown	10.83	10.850748	10.28	11.14	NA			NaN	NaN		NaN	NaN		NaN	NaN		NaN	NaN	NA	NA	NA	NA	NA	NA	NA	E	scp2	False
